,Tweets,Tweets_ID,Date,Source,Likes_no,Retweets_no
2374,the ideal #TikTokProm date https://t.co/IwxlHRBxHh,1254123009180303365,2020-04-25 19:00:00+00:00,Twitter for Advertisers.,213,12
2375,💿🎶  the night you've been waiting for is finally here! starting off the evening is @patrickstarrr hosting your pre… https://t.co/uBzORzhUUF,1254077709795328001,2020-04-25 16:00:00+00:00,Twitter for Advertisers.,442,40
2376,the party continues with @OfficialAyoTeo ▶️ https://t.co/TeN8MGiBiZ,1253856990645776384,2020-04-25 01:22:56+00:00,Twitter Web App,52,2
2377,Michael Le is live now: https://t.co/kB8j4oy1y2,1253843694173614080,2020-04-25 00:30:06+00:00,Twitter Web App,117,3
2378,RT @diplo: Realized @tiktok_us prom is tomorrow from 5-8pm pt and I didnt have a date. Luckily I remembered I have a guy I can count on. ht…,1253822975159091201,2020-04-24 23:07:46+00:00,Twitter Web App,0,91
2379,@diplo CEO of promposals,1253822868594425856,2020-04-24 23:07:21+00:00,Twitter Web App,5,1
2380,magic markers didnt look like this when i was growing up https://t.co/8AI6oFTbN4,1253805920603140096,2020-04-24 22:00:00+00:00,Twitter for Advertisers.,1363,149
2381,🎤 headlining your #PromPlaylist tonight is @LilJon with special guest @Ludacris at 5PM PT! followed by… https://t.co/p8mgwRKH8g,1253715322902917120,2020-04-24 16:00:00+00:00,Twitter for Advertisers.,180,13
2382,RT @NFL: .@jerryjeudy really asked @nflcommish to make a TikTok with him when he got picked 🔥 @tiktok_us https://t.co/la8MIrwrBx,1253529505051734016,2020-04-24 03:41:38+00:00,Twitter Web App,0,202
2383,@NFL @jerryjeudy @nflcommish Yessir 🤙 the best way to celebrate being drafted,1253523076429475843,2020-04-24 03:16:05+00:00,Twitter for iPhone,69,15
2384,"RT @NFL: Stream #DraftAThon LIVE on across platforms + https://t.co/TAuzHi7hnf

YouTube https://t.co/uoUINCXXbH
Facebook https://t.co/ZTRNf…",1253485711036039170,2020-04-24 00:47:36+00:00,Twitter Web App,0,71
2385,photography king @BryantEslava is live now: https://t.co/uMPrNJAhT0,1253483159406034944,2020-04-24 00:37:28+00:00,Twitter Web App,55,0
2386,@NFL @BarrySanders @Ninja @tkelce https://t.co/wjsPHOyF0k,1253476120025939968,2020-04-24 00:09:30+00:00,Twitter Web App,6,1
2387,@BonnieRzM is live giving you key lighting tips and tricks ✨ https://t.co/zXOUGTqjyZ,1253475806677884929,2020-04-24 00:08:15+00:00,Twitter Web App,66,2
2388,this is what happens when you turn over your pringles guys https://t.co/r0Xz9MLhfd,1253443531244335105,2020-04-23 22:00:00+00:00,Twitter for Advertisers.,971,186
2389,"RT @beardfoundation: .@tiktok_us, has announced significant support for the JBF Food and Beverage Relief Fund which gives grants to indepen…",1253383295183794176,2020-04-23 18:00:38+00:00,Twitter Web App,0,19
2390,@cristiandennis_ gorg!,1253357603385573376,2020-04-23 16:18:33+00:00,Twitter Web App,4,0
2391,"📸 photo shoot, pose, pose, pose, it's a #PromPortrait photo shoot with @BonnieRzM &amp; @BryantEslava. they're showing… https://t.co/PbJ8p69z5X",1253352934118547457,2020-04-23 16:00:00+00:00,Twitter for Advertisers.,204,10
2392,✨ @lawrence_tyshon and @cristiandennis_ are getting ready together right now: https://t.co/rq8JPPNrnJ,1253120323165118465,2020-04-23 00:35:41+00:00,Twitter Web App,47,3
2393,Lachlan is showing you how to serve a #PromLook 👉 https://t.co/T6yuS3XPQj,1253113648207167488,2020-04-23 00:09:10+00:00,Twitter Web App,51,1
2394,💯 https://t.co/EHR4dbw8Vx,1253081143886274560,2020-04-22 22:00:00+00:00,Twitter for Advertisers.,1279,186
2395,@BetterMakeRoom 👀 can't wait to where everyone is headed! 👀,1253027265723555841,2020-04-22 18:25:54+00:00,Twitter Web App,5,0
2396,💅 its time for #PromLook tips! Lachlan Watson will be kicking it off at 5 PM PT from @netflix's TikTok  followed by… https://t.co/bYFnl00Ecz,1253012910726615042,2020-04-22 17:28:52+00:00,Twitter Web App,174,8
2397,https://t.co/JhtIli0QoH,1252755247316910080,2020-04-22 00:25:00+00:00,Twitter Web App,66,1
2398,when you're so bored you fetch for the dog https://t.co/5cTyMRPeco,1252718757740347392,2020-04-21 22:00:00+00:00,Twitter for Advertisers.,2129,263
2399,"the queen of dress making, @officialhambly is showing you how to make your #TikTokProm sparkle. ✨

Tonight at 5 PM… https://t.co/mSOir52QWU",1252658360475963394,2020-04-21 18:00:01+00:00,Twitter for Advertisers.,187,5
2400,"RT @TheActorsFund: We're committed to supporting those in our community in need who have been impacted by COVID-19. To do this though, we n…",1252647645241241600,2020-04-21 17:17:26+00:00,Twitter Web App,0,15
2401,put on some fancy clothes and turn your kitchen into a dance floor because it's #TikTokProm szn. all week long we'r… https://t.co/7OeSxMXBCa,1252628158857146368,2020-04-21 16:00:00+00:00,Twitter for Advertisers.,316,23
2402,bruce the goose doesn't mess around https://t.co/IOg9JSdyKe,1252356369132539904,2020-04-20 22:00:00+00:00,Twitter for Advertisers.,1771,282
2403,RT @mxmtoon: in other internet culture news.... @LilJon and @mxmtoon collabed on a @tiktok_us https://t.co/gOchQvgsck,1252341613822533632,2020-04-20 21:01:22+00:00,Twitter Web App,0,381
2404,@mxmtoon @LilJon the collab we didn’t know we needed,1252340249620955138,2020-04-20 20:55:57+00:00,Twitter Web App,38,1
2405,we miss you too tracy https://t.co/O8bpZSy4aV,1251993980595630080,2020-04-19 22:00:00+00:00,Twitter for Advertisers.,3056,688
2406,moms a savage https://t.co/Ao1R7T4Rdm,1251933584883167234,2020-04-19 18:00:01+00:00,Twitter for Advertisers.,1865,282
2407,"Four-time Latin Grammy winner @JBalvin presents Pa La Cultura hour, part of the 48-hour global music festival… https://t.co/rDPirbCEif",1251888286353616896,2020-04-19 15:00:01+00:00,Twitter for Advertisers.,171,17
2408,"""a watched pot never boils"" https://t.co/hIiJnTXoCB",1251631593896067072,2020-04-18 22:00:00+00:00,Twitter for Advertisers.,7149,822
2409,"""it's my birthday"" https://t.co/tdNXfzynNq",1251571194005991427,2020-04-18 18:00:00+00:00,Twitter for Advertisers.,1680,226
2410,"we’re hours into the 48-hour global live stream, presented by @livexlive with TikTok. Check out today’s lineup:… https://t.co/yRhstUCY26",1251525897879838723,2020-04-18 15:00:00+00:00,Twitter for Advertisers.,143,15
2411,Today’s lineup: @BigGigantic @twofriendsmusic @MatomaOfficial @thefunkhunters @SNBRNMUSIC @Maddy_ONeal,1251294697059999745,2020-04-17 23:41:18+00:00,Twitter Web App,70,0
2412,"You ready?! 💃🕺Music Lives, a 48-hour global live stream, presented by @livexlive with TikTok, is NOW streaming.… https://t.co/vw2lzSAnAj",1251288294232596482,2020-04-17 23:15:51+00:00,Twitter for Advertisers.,214,31
2413,he's the king of medium sized cats https://t.co/LEvLqlvWmJ,1251208805548990467,2020-04-17 18:00:00+00:00,Twitter for Advertisers.,42069,6913
2414,the lovely @AnnaOBrien is making DIY crafts and answering your questions ✂️ ✨ https://t.co/k6ZtEuqoB8,1250942548316614656,2020-04-17 00:21:59+00:00,Twitter Web App,121,3
2415,"like father like daughter, son and so forth https://t.co/FwsOcFxERS",1250906818085367816,2020-04-16 22:00:00+00:00,Twitter for Advertisers.,557,42
2416,"✨tonights #HappytAtHome live stream is brought to you by @AnnaOBrien aka Glitter&amp;Lazers ✨

tune in at 5PM PT in app https://t.co/u3jWuWKpEb",1250831973423165442,2020-04-16 17:02:36+00:00,Twitter for Advertisers.,114,7
2417,"RT @NationalPTA: As part of our efforts to give back to our communities amidst #COVID19, @tiktok_us has partnered with @NationalPTA to dona…",1250596863696179208,2020-04-16 01:28:21+00:00,Twitter for iPhone,0,31
2418,it's ukelele time 🎶@mxmtoon is playing her heart out:  https://t.co/LnP3RVBZrS,1250579266137321472,2020-04-16 00:18:26+00:00,Twitter Web App,139,4
2419,when its spring but you're ready for halloween https://t.co/3EVTWZ6A6l,1250544429603205121,2020-04-15 22:00:00+00:00,Twitter for Advertisers.,1021,135
2420,"🎵 for #HappyAtHome tonight we have the super-talented singer @mxmtoon 🎵

grab your ukuleles and join us in-app at 5… https://t.co/kOorIXclS6",1250520573710606338,2020-04-15 20:25:12+00:00,Twitter for Advertisers.,155,6
2421,RT @Meghan_Trainor: Y’ALL NEED TO LATHER UP! THANK YOU @elfcosmetics FOR DONATING 10k to @FeedingAmerica ❤️ we going live on @tiktok_us at…,1250518612600688640,2020-04-15 20:17:25+00:00,Twitter Web App,0,60
2422,learn all the right moves from @salice_roseee 🔥https://t.co/1uBIP84RzZ,1250218927243722753,2020-04-15 00:26:34+00:00,Twitter Web App,144,9
2423,"🎶Mark your calendars for @livexlive presents ‘Music Lives’ with TikTok, a 48-hour global live stream starting Frida… https://t.co/Dfte2DZfOy",1250205762531418112,2020-04-14 23:34:16+00:00,Twitter Media Studio,166,15
2424,barista life hack https://t.co/7Oi8oS9ABO,1250182041112588294,2020-04-14 22:00:00+00:00,Twitter for Advertisers.,1051,131
2425,"🌹 tonight on #HappyAtHome we welcome triple threat @salice_roseee 🌹

join in at 5PM PT in-app https://t.co/eS9qLzdaXY",1250095487123890176,2020-04-14 16:16:04+00:00,Twitter for Advertisers.,235,17
2426,the CEOs of bored in the house are LIVE @tyga &amp; @curtistootrill 🙏https://t.co/UfvHSQqby8,1249870062871121921,2020-04-14 01:20:19+00:00,Twitter Web App,141,9
2427,💅 @BebeRexha is giving us GLAM! don't miss out 👉 https://t.co/J0xTzwfSk3,1249852792233058304,2020-04-14 00:11:41+00:00,Twitter Web App,1120,78
2428,"RT @BebeRexha: Going live today on @tiktok_us as part of the #HappyAtHome series 💛 

5pm PT / 8pm ET https://t.co/DV4lQ5bs36",1249826108737871873,2020-04-13 22:25:39+00:00,Twitter Web App,0,167
2429,this is what our houses are for https://t.co/N2nzidDumk,1249819653230264328,2020-04-13 22:00:00+00:00,Twitter for Advertisers.,656,77
2430,"we're kickin Monday off right with @BebeRexha @Tyga @curtistootrill LIVE today starting at 5️⃣ PM PT

search… https://t.co/P9wu6DJo5J",1249761606373797888,2020-04-13 18:09:21+00:00,Twitter Media Studio,181,19
2431,swan dive into a world of possibilities https://t.co/gyo8c8HcJR,1249729059443085312,2020-04-13 16:00:01+00:00,Twitter for Advertisers.,1118,149
2432,"when in doubt, you know who to call https://t.co/EnQPgnT75B",1249457264576135169,2020-04-12 22:00:00+00:00,Twitter for Advertisers.,941,195
2433,frogger 2020 https://t.co/cb6ZPVklro,1249366669509656576,2020-04-12 16:00:00+00:00,Twitter for Advertisers.,1052,135
2434,"k, been singing this all day https://t.co/4fCCbRkKCI",1249094877003935744,2020-04-11 22:00:00+00:00,Twitter for Advertisers.,663,74
2435,👏👏👏 https://t.co/lo5ZZW2jSM,1248788355535360000,2020-04-11 01:41:59+00:00,Twitter for iPhone,1477,126
2436,.@torylanez is still going strong LIVE on TikTok. Hop into Club TikTok: https://t.co/GRooT1kppZ,1248777566057422848,2020-04-11 00:59:07+00:00,Twitter for iPhone,171,10
2437,@rejectedjokes suspicious that you just noticed 👀,1248761463172403201,2020-04-10 23:55:08+00:00,Twitter Web App,103,2
2438,i think we're just as surprised at the cat https://t.co/UzeZkBuNHN,1248732489360781312,2020-04-10 22:00:00+00:00,Twitter for Advertisers.,2972,518
2439,"@LilNasX it was all you and this great community, you deserve it.",1248702184948142080,2020-04-10 19:59:35+00:00,Twitter Web App,104,1
2440,"✈️ brand new music from the comfort of your couch, courtesy of @torylanez ✈️

he goes LIVE at 5 PM PT under… https://t.co/3Z2DynhTjn",1248702056464027649,2020-04-10 19:59:04+00:00,Twitter Web App,144,7
2441,"happy birthday to the man, the myth, the legend: @LilNasX https://t.co/BAMQEIEfuK",1248370102984204291,2020-04-09 22:00:00+00:00,Twitter for Advertisers.,30637,1267
2442,sending our love and support to all of our frontline workers! https://t.co/QtsWYqCbvO,1248316783704117249,2020-04-09 18:28:08+00:00,Twitter Web App,430,35
2443,"🎩 did someone say DIY magic show? we have @Justin_Willman joining us LIVE at 5PM PT🎩

tune in tonight under… https://t.co/Ke8NXYXoM0",1248288938218979329,2020-04-09 16:37:29+00:00,Twitter for Advertisers.,165,11
2444,"what a day that was, may 35th 2006 https://t.co/yVcRvg4kir",1248007712681541632,2020-04-08 22:00:00+00:00,Twitter for Advertisers.,490,36
2445,it's the little things ❤️ send your loved ones free gifts 💌 search ‘small gestures’ on TikTok to get started… https://t.co/VttbJAbbuq,1247984103879847937,2020-04-08 20:26:11+00:00,Twitter Web App,165,15
2446,"join us tonight for a #happyathome musical event as @DrakeBell serenades us LIVE!
his performance begins at 5PM PT… https://t.co/UHQS2HD677",1247962419424460800,2020-04-08 19:00:01+00:00,Twitter for Advertisers.,184,11
2447,"💪 work on your fitness with @DemiBagby as your witness 💪
LIVE at 5 PM PT, under #HappyatHome in app https://t.co/5poK3L6FkH",1247645327525466113,2020-04-07 22:00:00+00:00,Twitter for Advertisers.,124,5
2448,what a wakeup call https://t.co/xdpgsDC0Ge,1247600030338486272,2020-04-07 19:00:01+00:00,Twitter for Advertisers.,1055,151
2449,shout out to all the healthcare professionals working hard to make sure we stay safe and healthy! show us how you s… https://t.co/VMDLrR5C7K,1247524528865120257,2020-04-07 14:00:00+00:00,Twitter for Advertisers.,326,35
2450,WaTEr yOu DoInG https://t.co/795B87SBft,1247282939840217088,2020-04-06 22:00:00+00:00,Twitter for Advertisers.,657,49
2451,"the CEO of @CrisisTextLine is live in-app now sharing mental health tips 👉 https://t.co/SbJKjttlzy

 help is only a… https://t.co/zUiMYTOS67",1247238801715384320,2020-04-06 19:04:37+00:00,Twitter Web App,131,19
2452,"🎨 join our art party at 5 PM PT with Audity Draws 🎨

search #HappyAtHome in app to tune in https://t.co/2q8pZwvhjF",1247214388580401161,2020-04-06 17:27:37+00:00,Twitter for Advertisers.,189,13
2453,anyone else really miss the movies? https://t.co/McOKv8WZaQ,1246920551169314822,2020-04-05 22:00:00+00:00,Twitter for Advertisers.,1275,155
2454,not one eyed billy https://t.co/Qmgc6gW1QV,1246860151845339136,2020-04-05 18:00:00+00:00,Twitter for Advertisers.,760,88
2455,can't stop... watching this https://t.co/6JjXWicL77,1246558163446501384,2020-04-04 22:00:00+00:00,Twitter for Advertisers.,674,100
2456,when the form AND the style is 10/10 https://t.co/WqoGNcRzYl,1246497766051852290,2020-04-04 18:00:00+00:00,Twitter for Advertisers.,1136,128
2457,dan knee devito is the man https://t.co/6BkGd3jPoG,1246195775266099200,2020-04-03 22:00:00+00:00,Twitter for Advertisers.,523,40
2458,"happy weekend-eve friends! we're keeping it fresh on a friday with @nabela's #HappyAtHome
 LIVE stream at 5PM PT in… https://t.co/fwgVfjYVYj",1246121567744114691,2020-04-03 17:05:08+00:00,Twitter for Advertisers.,167,7
2459,thanks @marshmellomusic for making a thursday feel like a friday night 🔥 #HappyAtHome https://t.co/Jkizp8FYhv,1245888278672400384,2020-04-03 01:38:07+00:00,Twitter Web App,282,11
2460,dads need to have fun too https://t.co/ANU6o3MzWD,1245772990626910215,2020-04-02 18:00:00+00:00,Twitter for Advertisers.,925,70
2461,"its almost friday ya'll! @marshmello is bringing the 🔥 tonight at 5 PM PT! 

 search #HappyAtHome in app to tune in. https://t.co/imXKKFIMpN",1245742788970516481,2020-04-02 16:00:00+00:00,Twitter for Advertisers.,154,9
2462,Tonight’s #HappyAtHome was FABULOUS with @ashleytisdale! https://t.co/Qku3JZg3ST,1245514337927610368,2020-04-02 00:52:13+00:00,Twitter for iPhone,321,26
2463,"""maam no breaks while on duty"" https://t.co/kkY2zQp8Mu",1245410601607860225,2020-04-01 18:00:00+00:00,Twitter for Advertisers.,1959,361
2464,"🙏 a little wednesday blessing for you all, @ashleytisdale is LIVE streaming tonight at 5 PM PT in app. 

search… https://t.co/Hrg782ACcI",1245389201476136960,2020-04-01 16:34:58+00:00,Twitter for Advertisers.,160,20
2465,seems like that one fell flat https://t.co/0LBNiz19ty,1245108609664442370,2020-03-31 22:00:00+00:00,Twitter for Advertisers.,608,49
2466,never leave milkshakes unattended https://t.co/3PbjYRBS0O,1245048212475351040,2020-03-31 18:00:00+00:00,Twitter for Advertisers.,562,65
2467,🚨 live stream alert 🚨 we have @nickuhas live with us tonight at 5 PM PT! 🔥 search #HappyAtHome in app to tune in. https://t.co/nWdphx23FE,1245041273481973760,2020-03-31 17:32:26+00:00,Twitter for Advertisers.,101,3
2468,"Today is #NationalDoctorsDay, so we're taking a moment to thank them for their incredible work during this difficul… https://t.co/u6FgceKo0l",1244792996349935616,2020-03-31 01:05:52+00:00,Twitter Web App,273,53
2469,"this cat                the raptors in jurassic park
                  🤝                                 
      the… https://t.co/ALOltfhepq",1244746222595911683,2020-03-30 22:00:00+00:00,Twitter for Advertisers.,1032,179
2470,when you leave your horse after a night out https://t.co/dSju4gNb6I,1244685824920137728,2020-03-30 18:00:00+00:00,Twitter for Advertisers.,505,49
2471,🚨 live stream alert! 🚨 we got @bluefacebleedem performing tonight at 5 PM PT! 🔥 search #HappyAtHome in app to tune… https://t.co/K8B1LSQX9v,1244660559825510407,2020-03-30 16:19:36+00:00,Twitter Web App,131,13
2472,ITS PATRICK https://t.co/C0NS6OflFQ,1244383834466062338,2020-03-29 22:00:00+00:00,Twitter Media Studio,700,79
